Date,Account name,Account ID,Campaign name,Campaign ID,Ad group name,Ad group ID,Device type,Keyword,Keyword ID,Bidded match type,Keyword status,Final URL,Final mobile URL,Clicks,Cost,Conversions
2019-01-19,Lif - Bing,146001195,Lif - Children (Mobile),335315496,Children - Baby,1209462985460834,Smartphone,+life insurance for new born +baby,75591575822995,Broad,Active,https://www.findlifeinsurance.org/child/,,1,0.62,0
2019-01-19,Lif - Bing,146001195,Lif - Children (Mobile),335315496,Children - Children,1208363473991281,Smartphone,+child plan,75522855765874,Broad,Active,https://www.findlifeinsurance.org/child/,,1,0.02,0
2019-01-19,Lif - Bing,146001195,Lif - Children (Mobile),335315496,Children - Children,1208363473991281,Smartphone,life insurance for +children,75522855765900,Broad,Active,https://www.findlifeinsurance.org/child/,,1,0.11,0
2019-01-19,Lif - Bing,146001195,Lif - Children (Mobile),335315496,Children - Children,1208363473991281,Smartphone,life insurance for your +child,75522855765919,Broad,Active,https://www.findlifeinsurance.org/child/,,2,1.15,0
2019-01-19,Lif - Bing,146001195,Lif - Children (Mobile),335315496,Children - Children,1208363473991281,Smartphone,term +life insurance for kids,75522855765934,Broad,Active,https://www.findlifeinsurance.org/child/,,1,0.79,0
2019-01-19,Lif - Bing,146001195,Lif - Children (Mobile),335315496,Children - Children,1208363473991281,Smartphone,whole life insurance for my +child,75522855765870,Broad,Active,https://www.findlifeinsurance.org/child/,,1,0.32,0
2019-01-19,Lif - Bing,146001195,Lif - Family (Desktop),335315492,Family - Quotes,1211662009016164,Computer,+family group life insurance,75729014439161,Broad,Active,https://www.findlifeinsurance.org/family/,,1,0.52,0
2019-01-19,Lif - Bing,146001195,Lif - Family (Desktop),335315492,Family - Quotes,1211662009016164,Computer,+family life insurance quotes,75729014439122,Broad,Active,https://www.findlifeinsurance.org/family/,,2,1.06,0
2019-01-19,Lif - Bing,146001195,Lif - Family (Desktop),335315492,Family - Quotes,1211662009016164,Computer,+family life quotes,75729014439148,Broad,Active,https://www.findlifeinsurance.org/family/,,1,0.02,0
2019-01-19,Lif - Bing,146001195,Lif - Family (Mobile),335315494,Family - Quotes,1218259078972362,Smartphone,+family insurance policy,76141330444273,Broad,Active,https://www.findlifeinsurance.org/family/,,1,0.34,0
2019-01-19,Lif - Bing,146001195,Lif - Illness (Mobile),335315497,Illness - Rider,1223756636772655,Smartphone,terminal +illness insurance,76484928656613,Broad,Active,https://www.findlifeinsurance.org/illness/,,1,0.76,0
2019-01-19,Lif - Bing,146001195,Lif - Life.Insurance (Desktop),335315493,Life Insurance - Online,1223756636772639,Tablet,online +life.insurance,76484928656540,Broad,Active,https://www.findlifeinsurance.org/,,1,0.28,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Desktop),335315489,Senior - General,1223756636772623,Tablet,+senior life insurance,76484928656410,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.1,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,+burial expense insurance,76416208854449,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.49,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,+burial insurance for +seniors over 70,76416208854444,Broad,Active,https://www.findlifeinsurance.org/senior/,,2,0.94,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,+burial insurance quotes,76416208854422,Broad,Active,https://www.findlifeinsurance.org/senior/,,2,0.82,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,+burial insurance rates,76416208854462,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.12,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,final expense insurance,76416208854415,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.19,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - General,1208363473991345,Smartphone,life insurance rates for +seniors,75522855766405,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.26,0
2019-01-19,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Over,1207263962524992,Smartphone,+life insurance for people over 50,75454136147244,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.3,0
2019-01-19,Lif - Bing,146001195,Lif - Term (Desktop),335315486,Term - Best,1219358590426667,Tablet,best +term life insurance,76210050551210,Broad,Active,https://www.findlifeinsurance.org/term/,,1,0.37,0
2019-01-19,Lif - Bing,146001195,Lif - Term (Desktop),335315486,Term - Cheap,1222657125458718,Computer,+cheap term +life insurance,76416208854095,Broad,Active,https://www.findlifeinsurance.org/term/,,2,0.81,0
2019-01-19,Lif - Bing,146001195,Lif - Term (Mobile),335315498,Term - Quotes,1223756636772607,Smartphone,+term insurance comparison,76484928656161,Broad,Active,https://www.findlifeinsurance.org/term/,,2,0.52,0
2019-01-19,Lif - Bing,146001195,Lif - Universal (Desktop),335315488,Universal - Index,1221557613674221,Computer,fixed +index +universal life insurance,76347488784222,Broad,Active,https://www.findlifeinsurance.org/universal/,,1,0.55,0
2019-01-19,Lif - Bing,146001195,Lif - Universal (Mobile),335315500,Universal - Policy,1209462985460866,Smartphone,+universal life insurance quotes,75591575823177,Broad,Active,https://www.findlifeinsurance.org/universal/,,1,0.35,0
2019-01-19,Lif - Bing,146001195,Lif - Universal (Mobile),335315500,Universal - Policy,1209462985460866,Smartphone,permanent +universal life insurance,75591575823174,Broad,Active,https://www.findlifeinsurance.org/universal/,,1,0.33,0
2019-01-19,Lif - Bing,146001195,Lif - Whole (Desktop),335315487,Whole - Best,1216060055212504,Computer,+best +whole life,76003892107768,Broad,Active,https://www.findlifeinsurance.org/whole/,,1,0.91,0
2019-01-19,Lif - Bing,146001195,Lif - Whole (Desktop),335315487,Whole - Quotes,1217159567001529,Computer,+whole policy,76072612060641,Broad,Active,https://www.findlifeinsurance.org/whole/,,1,1,0
2019-01-19,Lif - Bing,146001195,Lif - Whole (Desktop),335315487,Whole - Quotes,1217159567001529,Computer,cheap whole +life insurance +quotes,76072612060488,Broad,Active,https://www.findlifeinsurance.org/whole/,,1,0.81,0
2019-01-19,Lif - Bing,146001195,Lif - Whole (Desktop),335315487,Whole - Quotes,1217159567001529,Tablet,+whole life insurance for seniors,76072612060721,Broad,Active,https://www.findlifeinsurance.org/whole/,,2,1.72,0
2019-01-19,Lif - Bing,146001195,Lif - Whole (Mobile),335315495,Whole - Best,1214960543556263,Smartphone,+best whole +life insurance rates,75935172829508,Broad,Active,https://www.findlifeinsurance.org/whole/,,1,0.22,0
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Certification,1210562481964851,Computer,+certified +anesthesia technician +school,75660287418356,Broad,Active,https://my.medical-classes.org/anesthesia,,2,0.99,3
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Certification,1210562481964851,Computer,certified +anesthesia tech jobs,75660287418345,Broad,Active,https://my.medical-classes.org/anesthesia,,5,2.37,6
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Programs,1211661993721124,Computer,+anesthesia program rankings,75729007128957,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.07,0
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Training,1213861016795862,Computer,+anesthesiologist +training time,75866446223900,Broad,Active,https://my.medical-classes.org/anesthesia,,2,0.66,1
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Certification,1211661993721108,Smartphone,+anesthesia tech certification,75729007128893,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.08,0
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Programs,1213861016795830,Smartphone,+anesthesia assistant program bc,75866446223708,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.48,0
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Programs,1213861016795830,Smartphone,+anesthesiologist assistant +programs,75866446223720,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.47,2
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Programs,1213861016795830,Smartphone,+anesthesiology program rankings,75866446223713,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.31,0
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Programs,1213861016795830,Smartphone,+online +anesthesia technologist program,75866446223727,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.69,1
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Programs,1213861016795830,Smartphone,top +anesthesia +programs,75866446223716,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.39,0
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Schools,1214960528267591,Smartphone,+anesthesiologist assistant job openings,75935165482096,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.82,1
2019-01-19,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Schools,1214960528267591,Smartphone,msc +anesthesia course,75935165482231,Broad,Active,https://my.medical-classes.org/anesthesia,,2,1.31,0
2019-01-19,Edu - Bing,146000596,Edu - Border.Patrol (Mobile),335264305,Border.Patrol - Academy,1220458086442044,Smartphone,+border.patrol academy pay,76278763928438,Broad,Active,https://my.criminaljusticepursuit.com/border-patrol/,,2,1.27,0
2019-01-19,Edu - Bing,146000596,Edu - Border.Patrol (Mobile),335264305,Border.Patrol - Academy,1220458086442044,Smartphone,+border.patrol training academy,76278763928439,Broad,Active,https://my.criminaljusticepursuit.com/border-patrol/,,1,0.62,0
2019-01-19,Edu - Bing,146000596,Edu - Border.Patrol (Mobile),335264305,Border.Patrol - Become,1218259063681914,Smartphone,becoming a +border.patrol officer,76141323116814,Broad,Active,https://my.criminaljusticepursuit.com/border-patrol/,,1,0.48,0
2019-01-19,Edu - Bing,146000596,Edu - Border.Patrol (Mobile),335264305,Border.Patrol - Become,1218259063681914,Smartphone,how to become a +border.patrol,76141323116821,Broad,Active,https://my.criminaljusticepursuit.com/border-patrol/,,1,0.58,0
2019-01-19,Edu - Bing,146000596,Edu - Border.Patrol (Mobile),335264305,Border.Patrol - Become,1218259063681914,Smartphone,how to become a +border.patrol agent,76141323116820,Broad,Active,https://my.criminaljusticepursuit.com/border-patrol/,,1,0.14,0
2019-01-19,Edu - Bing,146000596,Edu - CNA (Desktop),335264312,CNA - Classes,1210562481964979,Computer,online +nurse +aide certification,75660287419129,Broad,Active,https://i.findcnaclasses.org/,,1,0.07,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Certification,1216060039924392,Computer,+caregiver education requirements,76003884924084,Broad,Active,https://my.medical-classes.org/caregiver/,,3,0.47,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Certification,1216060039924392,Computer,+caregiver school,76003884924103,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.05,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Certification,1216060039924392,Tablet,+caregiver education requirements,76003884924084,Broad,Active,https://my.medical-classes.org/caregiver/,,2,0.41,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Courses,1214960528267559,Computer,+caregiver certification +course,75935165481894,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.17,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Courses,1214960528267559,Computer,+caregiver training +course,75935165481917,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.25,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Personal Care Aide,1218259063681962,Tablet,+personal.care attendant course online,76141323117357,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.19,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Training,1217159551712569,Computer,certified +caregiver training,76072604761860,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.12,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Training,1217159551712569,Tablet,+caregiver +training near me,76072604761845,Broad,Active,https://my.medical-classes.org/caregiver/,,2,0.35,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Mobile),335264310,Caregiver - Certification,1216060039924424,Smartphone,+caregiver +certification,76003884924181,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.15,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Mobile),335264310,Caregiver - Certification,1216060039924424,Smartphone,+caregiver certification classes,76003884924212,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.28,0
2019-01-19,Edu - Bing,146000596,Edu - Caregiver (Mobile),335264310,Caregiver - Personal Care Aide,1217159551712601,Smartphone,+personal.care assistant course,76072604762008,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.32,0
2019-01-19,Edu - Bing,146000596,Edu - Correctional (Desktop),335264295,Correctional - Classes,1223756621483439,Computer,+corrections exam,76484921341737,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.11,0
2019-01-19,Edu - Bing,146000596,Edu - Correctional (Desktop),335264295,Correctional - Classes,1223756621483439,Computer,answers to the +correctional officer test,76484921341828,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,2,0.66,0
2019-01-19,Edu - Bing,146000596,Edu - Correctional (Desktop),335264295,Correctional - Classes,1223756621483439,Computer,nys +corrections exam list,76484921341806,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.48,0
2019-01-19,Edu - Bing,146000596,Edu - Correctional (Desktop),335264295,Correctional - Classes,1223756621483439,Computer,sample questions for +correctional officer exam,76484921341821,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,2,0.92,0
2019-01-19,Edu - Bing,146000596,Edu - Correctional (Mobile),335264300,Correctional - Training,1207263947235440,Smartphone,+correctional officer post,75454128809540,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.42,0
2019-01-19,Edu - Bing,146000596,Edu - Correctional (Mobile),335264300,Correctional - Training,1207263947235440,Smartphone,nys +corrections exam,75454128809591,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.25,0
2019-01-19,Edu - Bing,146000596,Edu - Correctional (Mobile),335264300,Correctional - Training,1207263947235440,Smartphone,state +correctional officer jobs,75454128809538,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.41,0
2019-01-19,Edu - Bing,146000596,Edu - Dialysis (Desktop),335264293,Dialysis - Classes,1216060039924360,Computer,+dialysis tech,76003884923972,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.16,1
2019-01-19,Edu - Bing,146000596,Edu - Dialysis (Desktop),335264293,Dialysis - Classes,1216060039924360,Computer,+dialysis technician jobs in hospitals,76003884923987,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.2,0
2019-01-19,Edu - Bing,146000596,Edu - Dialysis (Desktop),335264293,Dialysis - Classes,1216060039924360,Tablet,+dialysis technician jobs near me,76003884923978,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.22,0
